news,Assassination,Hijacking,Kidnapping,Barricade Incident,Bombing/Explosion,Armed Assault,Unarmed Assault,Facility/Infrastructure Attack,Unknown
Two jawans of Army and Border Security Force BSF and a woman were injured as Pakistani troops resorted to heavy shelling using 120mm and 82mm mortars and firing with automatic weapons targeting over two dozen Army posts and civilian locations spread over three sectors of Nowshera Sunderbani and Pallanwalla along the Line of Control LoC in Jammu District on November 19 reports Daily Excelsior Official reports said Pakistan army started unprovoked heavy shelling in forward areas of Nowshera sector targeting Indian Army posts and civilian areas at Kalsian Numb Kharali Ghania and Sher Makri at around 10 30 am Pakistan army violated ceasefire using automatic weapons but soon switched over to shelling using heavy calibre 120mm and 82mm mortars prompting very effective response from the Indian side About half an hour later Pakistan troops opened two more fronts on the LoC in Sunderbani and Pallanwalla sectors bordering Rajouri and Jammu Districts At both these sectors too Pakistan army violated ceasefire using similar kind of mortars and automatic weapons As more than two dozen posts of the Indian Army and forward villages at the three sectors on LoC came under intense shelling the troops from this side gave very effective response to the misadventures by the enemy troops leading to heavy exchanges that continued till late this evening People from forward villages of Keri Nathu Tibba Chapryal and Battal in Pallanwalla sector which were directly targeted by Pakistan army to cause civilian casualties left their houses as soon as 120mm mortars started falling close to their houses and took shelter in safer locations at Khour in Ranbir Singh Pura R S Pura tehsil revenue unit of the District Reports said that about 1500 people from Pallanwalla sector have taken shelter in the camps at Khour while others have left for the houses of their relatives and friends,False,False,False,False,False,True,False,False,False
According to US based SITE Intelligence Group Islamic State IS took responsibility for killing Hindu priest Shymananda Das 62 in Jhenidah District reports The Daily Star on July 2,True,False,False,False,False,False,False,False,False
Two Border Security Force BSF personnel sustained injuries when three low intensity bombs believed to be Improvised Explosive Devices IEDs exploded on the Imphal Mao sector of National Highway 39 in Senapati District on August 8 reports The Assam Tribune The incident happened when a convoy of 54 BSF on its way to Imphal was passing through an area located between Changoubung and Kangpokpi in the District at around 10 45 am Police said The two injured BSF personnel who were travelling in a mini bus have been identified as constables Anil Kumar and Lalji Yadav Anil sustained injury on his hand and Lalji on his leg sources said,False,False,False,False,True,False,False,False,False
The People’s Revolutionary Party of Kangleipak PREPAK claimed responsibility for the bomb blast that occurred near the residential gate of Sapam Nonibala alias Memicha Devi at Singjamei Sapam Leikai in Imphal West District at around 7 30 pm on October 9 reports The Sangai Express One person was injured in the blast A press release issued by the outfit’s ‘department of publicity and propaganda publicity officer’ ‘captain’ Achouba said that the bomb was planted there as the first warning to Nonibala and her husband W Boi Singh for swindling INR 1 30 crore which belonged to the party’s fund It further conveyed solidarity to Leishangthem Kanhai 24 who sustained injuries in the bomb blast,False,False,False,False,True,False,False,False,False
A head constable of capital city police was killed and two others injured in firing by two motorcycle bourne unidentified assailants on February 12 at Pindora Chungi of Industrial area Police Station in Islamabad reports Daily Times The slain Policeman is identified as Head Constable Imtiaz and injured personnel were Police Constable Zahid and FC Constable Bismillah Jan,True,False,False,False,False,True,False,False,False
In another encounter at Nargunda in Bhamragadh tehsil revenue unit in Gadchiroli District Police and Naxalites had exchanged fire before the rebels retreated on October 6 reports The Times of India,False,False,False,False,False,True,False,False,False
Armed men opened fire and killed Head Constable Ashfaq Qazi in Killi Sheikhan area of Mastung District Police described the killings in Mastung as acts of targeted killings,True,False,False,False,False,True,False,False,False
Militants attacked a Security Forces SF camp at Litter area in Pulwama District on July 1 in which three Central Reserve Police Force CRPF personnel were injured reports Daily Excelsior Sources said two motorcycle borne militants first lobbed a grenade inside joint camp of CRPF’s 182 Battalion and Special Operation of Police SOG at Litter and then opened indiscriminate fire The fire was retaliated by SFs However five CRPF personnel sustained splinter injuries and were hospitalised for treatment Superintendent of Police SP Pulwama Rayees Bhat said The militants after exchanging fire briefly with SFs fled from the spot after which massive searches were launched by army SOG and Police at Litter Chakoora Liloora and adjoining areas to arrest the militants,False,False,False,False,False,True,False,False,False
Two cadres of Purba Bangla Communist Party PBCP were killed in a gunfight with Rapid Action Battalion RAB at Jugni Hatkhola area of Tangail District on April 7 reports New Age The victims were identified as Fazal Driver 40 and Uzzal 35 Two RAB personnel Corporal Mohammed Ali and Lance Corporal Nuruzzaman were also injured during the gunfight One revolver a foreign pistol a magazine and seven bullets were recovered from the spot,False,False,False,False,False,True,False,False,False
The ‘military commander’ of “Neo JMB” who gave arms training to the Holey Artisan and Sholakia attackers was killed during a raid in Dhaka city s Mirpur area on September 2 reports The Daily Star Before being shot dead Murad alias Jahangir Alam alias Omar called by militants ‘Major Shaheb’ attacked the Policemen trying to capture him and injured three of them Police recovered a pistol from the spot,True,False,False,False,False,True,False,False,False
